record_id,date,crop_type,soil_type,area_sqm,current_moisture_pct,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,days_since_last_irrigation,evapotranspiration_mm_day,crop_coefficient_kc,predicted_moisture_24h_pct,recommended_water_mm,irrigation_required,urgency,confidence,next_irrigation_hours,weather_condition,target_moisture_pct,water_saved_vs_fixed_ml
161,2025-01-05,Potato,Peat Mix,8468.26,44.53,9.78,50.35,0,19.62,9.99,0.5,0.92,36.41,22.87,1,high,0.81,0,Overcast,65,67.75
162,2025-01-05,Potato,Sandy Loam,12652.1,32.54,13.92,86.83,2.02,13.6,1.46,0.5,0.81,32.77,25.78,1,high,0.73,0,Light Rain,65,114.12
163,2025-01-05,Soybean,Loamy,13208.19,26.12,9.61,57.04,0,14.87,9.68,0.5,0.74,18.68,29.06,1,high,0.71,0,Overcast,55,134.33
164,2025-01-05,Soybean,Clay,2429.11,45.64,9.09,89.71,0,13.52,1,0.5,0.89,45.96,7.23,0,low,0.79,72,Sunny,55,41.54
165,2025-01-05,Soybean,Loamy,18198.42,37.82,13.2,45.62,0,21.33,3.53,0.5,0.85,34.64,16.29,0,medium,0.74,72,Partly Cloudy,55,128.66
166,2025-01-05,Vegetables,Loamy,9675.16,44.9,8.71,50.01,9.32,20.49,3.71,0.5,0.91,44.19,16.65,0,medium,0.72,72,Heavy Rain,65,109.33
167,2025-01-05,Vegetables,Sandy,5061.79,69.25,11.7,58.01,0,5.83,7.64,0.5,0.95,63.11,1.51,0,low,0.71,72,Sunny,65,138.34
168,2025-01-05,Vegetables,Clay,12041.12,28.54,18.41,44.29,3.55,16.91,4.95,0.5,1.07,24.54,32.37,1,high,0.73,0,Light Rain,65,136.43
169,2025-01-05,Vegetables,Clay,13077.09,31.79,20.8,54.15,0,21.29,6.14,0.5,0.91,26.33,30.94,1,high,0.76,0,Clear,65,141.62
170,2025-01-05,Rice,Loamy,10574.23,52.59,8.93,42.05,8.38,14.25,1.51,0.5,1.02,53.02,17.58,1,high,0.82,0,Heavy Rain,75,65.03
171,2025-01-05,Rice,Clay,2306.15,36.21,11.07,54.09,0,8.25,6.18,0.5,1.19,30.85,35.32,1,critical,0.8,0,Clear,75,28.5
172,2025-01-05,Rice,Loamy,1799.13,46.18,9.1,51.23,0,12.2,2.07,0.5,1.12,44.21,24.63,1,high,0.76,0,Sunny,75,15.51
173,2025-01-05,Rice,Clay,8252.4,72.49,16.84,39.58,0,13.53,3.82,0.5,1.01,68.52,5.18,0,medium,0.82,72,Overcast,75,94.74
174,2025-01-05,Rice,Loamy,13930.66,51.2,20.32,60.47,0,11.01,1.85,0.5,1.05,49.21,20.63,1,high,0.82,0,Sunny,75,100.58
175,2025-01-05,Rice,Sandy Loam,1914.79,62.02,9.93,62.07,0,16.2,8.6,0.5,1.09,55.14,15.89,1,high,0.78,62,Overcast,75,10.65
176,2025-01-05,Cotton,Loamy,12818.79,58.42,11.73,49.72,0,7.24,8.76,0.5,0.91,51.18,0,0,low,0.83,72,Clear,45,229.33
177,2025-01-05,Cotton,Sandy,5268.15,32.15,11.97,88.04,23.89,16.89,9.77,0.5,0.82,31.32,10.94,0,low,0.77,72,Heavy Rain,45,36.98
178,2025-01-05,Cotton,Clay,9628.16,22.45,8.55,88.68,0,17.54,9.07,0.5,0.94,16.25,23,1,high,0.78,0,Partly Cloudy,45,77.51
179,2025-01-05,Cotton,Clay Loam,17160.94,52.67,14.92,70.72,10.18,22,6.66,0.5,0.83,50.23,0,0,low,0.78,72,Heavy Rain,45,476.04
180,2025-01-05,Cotton,Sandy,10145.53,31.01,11.8,70.64,0,3.12,9.53,0.5,0.95,23.73,17.02,1,high,0.73,72,Clear,45,60.47
181,2025-01-06,Wheat,Peat Mix,12378.34,20.74,11.75,85.84,14.95,18.24,3.78,0.5,0.93,22.28,22.18,1,high,0.77,0,Heavy Rain,50,96.06
182,2025-01-06,Wheat,Sandy,17714.26,61.05,13.64,77.23,0,22.82,1.17,0.5,0.92,60.6,0,0,low,0.71,72,Partly Cloudy,50,359.25
183,2025-01-06,Wheat,Peat Mix,17755.66,64.31,16.03,66.17,2.47,13.71,3.03,0.5,0.92,62.54,0,0,low,0.7,72,Light Rain,50,301.67
184,2025-01-06,Wheat,Peat Mix,14176.68,33.54,16.36,53.25,12.87,14.1,2.77,0.5,0.77,34.36,12.51,0,medium,0.75,72,Heavy Rain,50,60.68
185,2025-01-06,Wheat,Peat Mix,16296.9,45.08,12.18,63.51,0,14.58,4.29,0.5,0.73,42.03,6.38,0,low,0.8,72,Partly Cloudy,50,260.91
186,2025-01-06,Tomato,Sandy,8914.81,26.1,20.55,37.6,0,3.79,4.66,0.5,1.02,21.2,35.04,1,critical,0.76,0,Overcast,65,109.3
187,2025-01-06,Tomato,Loamy,8637.27,36.82,20.42,74.44,0,21.09,2.46,0.5,0.99,34.83,24.14,1,high,0.75,0,Sunny,65,72.98
188,2025-01-06,Tomato,Clay Loam,16580.99,64.96,9.83,81.86,0,18.81,5.78,0.5,1.01,61.04,3.17,0,low,0.84,72,Clear,65,215.88
189,2025-01-06,Tomato,Sandy Loam,8853.61,46.57,20.71,43.35,3.95,7.53,2.08,0.5,1.05,44.85,16.12,0,medium,0.76,72,Light Rain,65,62.77
190,2025-01-06,Tomato,Clay Loam,1706.8,40.51,12.06,84.02,0,24.01,4.59,0.5,1.03,37.47,22.02,1,high,0.77,16,Partly Cloudy,65,13.16
191,2025-01-06,Corn,Loamy,3784.24,48.99,14.6,39.24,12.56,5.18,0.39,0.5,0.92,51.12,3.1,0,low,0.83,72,Heavy Rain,55,68.68
192,2025-01-06,Corn,Clay Loam,7905.13,73.88,9.37,84.2,4.86,7.7,6.73,0.5,0.92,70.62,0,0,low,0.81,72,Light Rain,55,184.9
193,2025-01-06,Corn,Sandy Loam,7564.04,21.83,20.62,85.9,0,4.54,9.43,0.5,0.99,14.59,32.33,1,critical,0.83,0,Partly Cloudy,55,85.62
194,2025-01-06,Corn,Clay,11533.59,62.5,12.46,55.47,0,22.3,6.75,0.5,1,56.89,0,0,low,0.85,72,Sunny,55,251.78
195,2025-01-06,Potato,Sandy,8462.56,69.2,15.56,67.6,2.33,20.06,5.76,0.5,0.9,65.3,0,0,low,0.85,72,Light Rain,65,133.03
196,2025-01-06,Potato,Clay,14569.34,38.68,8.31,60.77,0,16.83,9.85,0.5,0.94,31.03,27.18,1,high,0.75,0,Sunny,65,138.55
197,2025-01-06,Potato,Sandy,4184.52,30.3,20.93,83.77,0,14.74,5.22,0.5,0.94,26.42,30.86,1,critical,0.72,0,Sunny,65,45.19
198,2025-01-06,Potato,Loamy,12166.29,41.85,8.48,78.39,0,17.15,4.87,0.5,0.87,38.79,20.97,1,high,0.73,0,Clear,65,89.3
199,2025-01-06,Soybean,Sandy Loam,18111.87,60.12,14.27,87.56,0,4.61,2.23,0.5,0.89,59.14,0,0,low,0.71,72,Overcast,55,274.39
200,2025-01-06,Soybean,Peat Mix,18544.66,35.9,20.71,52.55,4.18,8.15,2.99,0.5,0.81,34.08,16.74,0,medium,0.83,72,Light Rain,55,0
201,2025-01-06,Soybean,Peat Mix,6643.75,49.76,13.05,84.94,0,22.14,7.14,0.5,0.79,44.96,8.03,0,low,0.76,72,Clear,55,139.39
202,2025-01-06,Soybean,Sandy,14942.04,36.78,19.89,56.2,15.73,17.94,1.4,0.5,0.81,39.27,12.58,0,low,0.76,72,Heavy Rain,55,179.45
203,2025-01-06,Vegetables,Sandy,10772.65,43.05,9.93,42.12,6.91,16.85,9.76,0.5,0.96,36.54,22.77,1,high,0.72,72,Light Rain,65,85.86
204,2025-01-06,Vegetables,Clay,17166.73,65.37,12.62,77.74,0,7.89,6.29,0.5,0.94,60.86,3.31,0,low,0.73,72,Clear,65,300.76
205,2025-01-06,Vegetables,Loamy,5805.3,48.07,14.3,66.3,0,13.37,8.57,0.5,1.08,41.14,19.09,0,medium,0.73,72,Clear,65,62.52
206,2025-01-06,Rice,Sandy Loam,6827.5,52.76,14.14,54.54,0,20.82,6.39,0.5,1.15,47.14,22.29,1,high,0.75,0,Partly Cloudy,75,53.25
207,2025-01-06,Rice,Peat Mix,15254.41,83.89,16.69,44.18,0,11.57,8.09,0.5,1.14,76.48,0,0,low,0.8,72,Clear,75,241.17
208,2025-01-06,Rice,Clay Loam,8455.38,63.62,11.11,40.94,6.69,18.31,0.13,0.5,1.08,64.51,8.39,0,medium,0.72,72,Light Rain,75,142.47
209,2025-01-06,Rice,Peat Mix,2936,58.87,12,54.19,0,20.98,9.62,0.5,1.06,50.87,19.3,1,high,0.78,0,Clear,75,19.85
210,2025-01-06,Rice,Clay Loam,18225.03,32.93,9.7,49.42,0,20.26,5.35,0.5,1.06,28.32,37.34,1,critical,0.76,0,Overcast,75,238.2
211,2025-01-06,Cotton,Sandy,16061.27,40.22,15.29,43.71,15.68,21.36,4.32,0.5,0.92,40.08,3.94,0,low,0.84,72,Heavy Rain,45,319.46
212,2025-01-06,Cotton,Clay,15560.43,23.08,13.66,71.4,0,21.1,4.1,0.5,0.82,20.23,19.82,1,high,0.72,0,Clear,45,107.99
213,2025-01-06,Cotton,Peat Mix,10880.11,23.86,10.07,56.09,14.49,8.87,8.95,0.5,0.96,20.3,19.76,1,high,0.78,0,Heavy Rain,45,75.29
214,2025-01-07,Wheat,Peat Mix,9578.86,39.62,14.33,88.95,0,16.79,6.27,0.5,0.85,35.49,11.61,0,medium,0.72,72,Partly Cloudy,50,101.82
215,2025-01-07,Wheat,Sandy,12980.37,42.16,18.17,89.78,4.41,13.64,3.85,0.5,0.77,41,7.2,0,low,0.84,72,Light Rain,50,236.89
216,2025-01-07,Wheat,Loamy,17677.85,46.04,16.5,37.95,24.93,24.7,2.57,0.5,0.94,49.36,0.51,0,low,0.7,72,Heavy Rain,50,353.73
217,2025-01-07,Wheat,Loamy,19038.31,27.25,13.26,39.1,0,18.55,5.94,0.5,0.7,22.13,22.3,1,high,0.78,0,Partly Cloudy,50,148.69
218,2025-01-07,Wheat,Clay Loam,5031.92,31.28,18.64,89.87,0,17.92,4.95,0.5,0.95,27.9,17.68,1,high,0.85,43,Clear,50,31.15
219,2025-01-07,Tomato,Sandy,14226.95,70.16,19.88,43.75,0,12.93,9.21,0.5,0.94,61.94,2.45,0,low,0.8,72,Partly Cloudy,65,356.81
220,2025-01-07,Tomato,Peat Mix,7532.97,75.21,12.36,50.56,3.1,24.86,9.58,0.5,0.91,68.08,0,0,low,0.83,72,Light Rain,65,122.71
221,2025-01-07,Tomato,Peat Mix,15414.68,74.19,15.19,89.97,0,15.47,2.33,0.5,0.9,73.14,0,0,low,0.73,72,Overcast,65,299.66
222,2025-01-07,Tomato,Clay Loam,1787.46,26.1,15.49,57.03,0,6.87,0.19,0.5,1.04,25.58,31.54,1,high,0.81,0,Partly Cloudy,65,19.73
223,2025-01-07,Tomato,Clay,2845.84,41.16,16.38,36.07,4.98,13.74,3.81,0.5,1.03,38.33,21.34,1,high,0.73,37,Light Rain,65,21.26
224,2025-01-07,Tomato,Peat Mix,1263.33,34.36,13.06,48.79,3.44,12.52,6.19,0.5,0.95,29.89,28.09,1,high,0.84,0,Light Rain,65,12.42
225,2025-01-07,Corn,Clay Loam,10179.96,49.01,11.99,38.87,0,10.8,3.6,0.5,0.98,45.47,7.62,0,low,0.77,72,Partly Cloudy,55,133.76
226,2025-01-07,Corn,Clay,7758.28,52.52,20.29,51.37,0,10.74,9.67,0.5,0.95,44.12,8.7,0,low,0.77,72,Partly Cloudy,55,95.12
227,2025-01-07,Corn,Clay,1130.45,72.4,12.87,52.91,23.78,13.45,8.62,0.5,0.96,71.19,0,0,low,0.78,72,Heavy Rain,55,21.24
228,2025-01-07,Potato,Sandy Loam,8991.42,35.22,17.87,78.67,6.07,6.93,1.02,0.5,0.85,36.33,22.94,1,high,0.78,0,Light Rain,65,72.2
229,2025-01-07,Potato,Loamy,11456.65,28.28,9.09,47.97,5.32,16.58,9.24,0.5,0.94,22.03,34.38,1,critical,0.76,0,Light Rain,65,137.82
230,2025-01-07,Potato,Loamy,1511.85,36.71,18.42,43.28,0,24.14,5.09,0.5,0.81,32,26.4,1,high,0.73,0,Partly Cloudy,65,13.97
231,2025-01-07,Potato,Clay,10794.72,39.13,14.11,35.37,0,2.24,9.91,0.5,0.85,30.5,27.6,1,high,0.8,0,Clear,65,104.28
232,2025-01-07,Soybean,Loamy,1685.6,51.06,19.24,63.32,0,24.42,6.66,0.5,0.9,45.54,7.57,0,low,0.81,72,Overcast,55,17.75
233,2025-01-07,Soybean,Sandy,16464.22,16.94,16.84,84,0,16.09,4.8,0.5,0.71,13.89,32.89,1,critical,0.75,0,Overcast,55,189.5
234,2025-01-07,Soybean,Loamy,18008.97,31.51,9.16,60.56,0,6.92,9.57,0.5,0.85,24.15,24.68,1,high,0.78,54,Partly Cloudy,55,155.6
235,2025-01-07,Vegetables,Loamy,8969.61,38.52,14.54,41.66,0,4.14,9.59,0.5,0.99,30.13,27.9,1,high,0.72,0,Overcast,65,87.63
236,2025-01-07,Vegetables,Clay,4383.82,61.44,10.15,81.78,0,21.17,4.42,0.5,0.99,58.61,5.11,0,low,0.73,72,Sunny,65,100.78
237,2025-01-07,Vegetables,Clay,7521.26,68.07,16.17,44.46,0,12.57,1.03,0.5,1.06,66.45,0,0,low,0.79,72,Partly Cloudy,65,151.1
238,2025-01-07,Rice,Sandy,17879.71,58.19,8.47,58.63,0,20.77,0.98,0.5,1.02,57.47,14.02,1,high,0.85,0,Overcast,75,87.79
239,2025-01-07,Rice,Sandy,9233.49,63.21,13.68,86.61,0,4.65,9.64,0.5,1.07,56.07,15.14,1,high,0.84,72,Partly Cloudy,75,48.94
240,2025-01-07,Rice,Sandy Loam,11091.29,75.5,14.53,88.3,0,20.24,5.1,0.5,1.06,72.02,2.38,0,low,0.71,72,Sunny,75,169.59
241,2025-01-07,Cotton,Peat Mix,11428.77,52.79,15.81,55.32,0,15.98,0.27,0.5,0.81,52.43,0,0,low,0.73,72,Overcast,45,272.69
242,2025-01-07,Cotton,Peat Mix,9156.43,12.7,17.59,47.31,1.3,14.99,2.67,0.5,0.93,10.27,27.78,1,critical,0.75,0,Light Rain,45,89
243,2025-01-07,Cotton,Sandy Loam,12036.67,38.99,10.21,75.75,19.91,15.18,2.66,0.5,0.89,42.49,2.01,0,low,0.79,72,Heavy Rain,45,295.74
244,2025-01-07,Cotton,Peat Mix,8623.92,23.27,8.74,82.05,0,6.93,9.25,0.5,0.87,16.81,22.55,1,high,0.78,0,Clear,45,68.04
245,2025-01-08,Wheat,Sandy Loam,8893.61,63.19,13,47.41,0,5.85,6.46,0.5,0.88,57.69,0,0,low,0.72,72,Partly Cloudy,50,139.54
246,2025-01-08,Wheat,Loamy,10424.8,28.28,15.66,69.61,0,8.55,8.58,0.5,0.79,21.73,22.62,1,high,0.78,0,Overcast,50,82.56
247,2025-01-08,Wheat,Loamy,17456.68,53.32,16.63,87.65,0,13.65,2.74,0.5,0.89,51.81,0,0,low,0.75,72,Overcast,50,384.4
248,2025-01-08,Wheat,Sandy,12312.82,23.01,13.72,36.6,0,19.85,1.23,0.5,0.73,21.53,22.78,1,high,0.81,0,Sunny,50,98.13
249,2025-01-08,Wheat,Sandy,9536.77,48.87,9.67,55.7,5.36,9.28,6.46,0.5,0.85,45.17,3.86,0,low,0.78,72,Light Rain,50,134.18
250,2025-01-08,Tomato,Loamy,17291.9,76.06,14.94,37.69,0,4.45,8.23,0.5,0.98,68.63,0,0,low,0.84,72,Clear,65,416.73
251,2025-01-08,Tomato,Clay,2763.3,33.7,17.21,38.36,24.38,4.51,8.37,0.5,1.05,32.08,26.34,1,high,0.79,0,Heavy Rain,65,25.48
252,2025-01-08,Tomato,Loamy,4770.85,22.9,14.73,65.05,0,16.38,0.1,0.5,0.98,22.81,33.75,1,critical,0.78,0,Overcast,65,56.34
253,2025-01-08,Tomato,Sandy Loam,5882.08,21.79,18.55,36.92,2.42,20.03,1.52,0.5,1.09,20,36,1,critical,0.83,0,Light Rain,65,74.11
254,2025-01-08,Tomato,Loamy,16903.17,67.88,19.86,82.13,0,5.89,4.85,0.5,0.96,64.27,0.58,0,low,0.79,72,Sunny,65,457.4
255,2025-01-08,Tomato,Sandy Loam,18795.93,75.84,13.6,74.2,0,3.54,9.71,0.5,0.95,68.43,0,0,low,0.73,72,Sunny,65,307.31
256,2025-01-08,Corn,Loamy,16138.52,42.87,8.31,35.89,0,17.2,2.31,0.5,0.83,40.65,11.48,0,medium,0.73,72,Sunny,55,198.34
257,2025-01-08,Corn,Sandy Loam,2165.07,50.32,16.66,55.79,14.47,19.56,3.99,0.5,0.92,50.44,3.65,0,low,0.77,72,Heavy Rain,55,32.15
258,2025-01-08,Corn,Sandy Loam,16604.34,30.44,14.55,72.98,0,7.33,9.77,0.5,0.82,23.06,25.55,1,high,0.8,0,Clear,55,148.44
259,2025-01-08,Corn,Peat Mix,8309.81,40.23,17.46,73.93,0,8.93,8.36,0.5,0.86,33.81,16.95,1,high,0.73,72,Sunny,55,49.28
260,2025-01-08,Corn,Clay Loam,15480.94,61.44,18.27,81.98,1.11,18.12,2.46,0.5,0.8,60.3,0,0,low,0.71,72,Light Rain,55,268.28
261,2025-01-08,Potato,Peat Mix,8505.7,35.19,13.75,47.94,0,10.36,6.01,0.5,0.82,30.11,27.91,1,high,0.81,0,Overcast,65,83.1
262,2025-01-08,Potato,Sandy,7889.09,52.95,8.16,62.44,0,6.2,6.29,0.5,0.85,48.32,13.34,0,medium,0.74,72,Overcast,65,117.23
263,2025-01-08,Potato,Sandy Loam,4586.5,74.32,9.75,67.49,0,4.64,0.62,0.5,0.81,74.35,0,0,low,0.8,72,Overcast,65,102.19
264,2025-01-08,Soybean,Peat Mix,8051.47,55.7,17.93,86.46,7.86,3,1.58,0.5,0.74,57.17,0,0,low,0.7,72,Light Rain,55,154.19
265,2025-01-08,Soybean,Loamy,17313,26.98,12.65,48.38,0,2.15,6.26,0.5,0.75,21.85,26.52,1,high,0.73,0,Partly Cloudy,55,160.66
266,2025-01-08,Soybean,Peat Mix,16115.63,55.37,8.94,76.67,0,21.63,2.24,0.5,0.75,54.49,0.41,0,low,0.75,72,Overcast,55,274.93
267,2025-01-08,Soybean,Clay Loam,7802.95,34.59,20.27,66.48,5.09,14.57,0.53,0.5,0.71,35.53,15.58,0,medium,0.77,72,Light Rain,55,37.14
268,2025-01-08,Soybean,Clay Loam,2170.77,32.23,20.47,55.77,0,16.4,9,0.5,0.72,24.78,24.18,1,high,0.73,72,Overcast,55,18.36
269,2025-01-08,Vegetables,Clay,12797.45,32.57,13.17,73.1,6.94,24.47,4.1,0.5,1.01,31.3,26.96,1,high,0.84,0,Light Rain,65,120.81
270,2025-01-08,Vegetables,Sandy Loam,2700.31,45.97,8.86,59.8,0,8.04,9.46,0.5,1.05,38.44,21.25,1,high,0.75,72,Clear,65,20.09
271,2025-01-08,Vegetables,Clay,7962.81,76.11,9.01,55.24,0,21,2.93,0.5,1.08,73.62,0,0,low,0.74,72,Clear,65,224.63
272,2025-01-08,Vegetables,Peat Mix,1020.49,30.2,12.39,56.07,0,7.89,4.83,0.5,0.98,26.17,31.06,1,high,0.8,0,Partly Cloudy,65,11.09
273,2025-01-08,Rice,Sandy Loam,17954.46,77.58,20.27,45.89,8.2,9.32,0.79,0.5,1.02,78.09,0,0,low,0.8,72,Heavy Rain,75,321.03
274,2025-01-08,Rice,Sandy Loam,10773.15,65.22,11.17,75.44,19.86,21.99,4.63,0.5,1.11,66.8,6.56,0,medium,0.85,72,Heavy Rain,75,165.8
275,2025-01-08,Rice,Peat Mix,16041.13,50.13,12.71,70.3,0,21.19,9.75,0.5,1.03,42.52,25.98,1,high,0.72,0,Partly Cloudy,75,145.81
276,2025-01-08,Rice,Loamy,15848.06,32.21,9.22,35.74,0,15.16,9.1,0.5,1.02,24.27,40.58,1,critical,0.71,0,Clear,75,225.04
277,2025-01-08,Rice,Clay Loam,7167.21,72,9.35,39.49,0,15.71,3.98,0.5,1.08,68.18,5.46,0,medium,0.8,72,Sunny,75,166.35
278,2025-01-08,Cotton,Peat Mix,4800.93,41.13,18.99,63.58,0,6.67,2.04,0.5,0.84,39.41,4.47,0,low,0.77,72,Overcast,45,65.29
279,2025-01-08,Cotton,Sandy,15229.23,30.23,11.93,36.01,15.9,3,0.88,0.5,0.99,32.75,9.8,0,low,0.84,72,Heavy Rain,45,207.12
280,2025-01-08,Cotton,Sandy Loam,9924.06,48.74,18.31,57.88,0,24.86,1.23,0.5,0.87,47.49,0,0,low,0.78,72,Sunny,45,238.18
281,2025-01-08,Cotton,Loamy,3699.75,36.4,12.02,50.94,0,2.16,9.55,0.5,0.93,28.52,13.18,0,medium,0.82,72,Clear,45,41.66
282,2025-01-08,Cotton,Peat Mix,6032.08,32.14,14.87,73.25,0,5.86,6.57,0.5,0.94,27.16,14.27,0,medium,0.73,72,Clear,45,79.2
283,2025-01-08,Cotton,Peat Mix,19374.85,14.21,20.1,61.91,0,10.69,2.79,0.5,0.96,11.63,26.7,1,critical,0.82,0,Partly Cloudy,45,181.15
284,2025-01-09,Wheat,Clay Loam,14602.44,27.6,17,79.79,22.83,2.57,8.81,0.5,0.94,26.63,18.7,1,high,0.77,0,Heavy Rain,50,95.65
285,2025-01-09,Wheat,Clay Loam,4519.79,54.83,21.04,69.57,8.76,18.31,3.11,0.5,0.78,54.59,0,0,low,0.81,72,Heavy Rain,50,71.19
286,2025-01-09,Wheat,Sandy,15029.09,58.01,9.29,42.27,0,21.8,9.24,0.5,0.93,50.26,0,0,low,0.79,72,Sunny,50,237.01
287,2025-01-09,Wheat,Clay,3633.64,60.16,11.43,74.15,0,15.5,8.16,0.5,0.97,54.07,0,0,low,0.7,72,Partly Cloudy,50,62.28
288,2025-01-09,Tomato,Sandy,7881.14,45.97,17.82,82.74,0,5.19,6.77,0.5,1.06,40.82,19.34,0,medium,0.75,72,Clear,65,81.41
289,2025-01-09,Tomato,Loamy,5834.49,76.42,10.87,77.3,0,6.23,5.03,0.5,1.07,72.83,0,0,low,0.84,72,Partly Cloudy,65,88.28
290,2025-01-09,Tomato,Clay,15345.1,46.83,11.61,82.79,4.14,21.22,3.61,0.5,0.94,45.71,15.43,0,medium,0.77,72,Light Rain,65,10.13
291,2025-01-09,Tomato,Sandy,19980.66,71.44,9.62,57.81,0,24.19,5.93,0.5,0.98,66.72,0,0,low,0.79,72,Sunny,65,511.7
292,2025-01-09,Tomato,Loamy,18681.9,70.17,9.34,78.63,0,23.03,4.76,0.5,0.92,67.1,0,0,low,0.73,72,Sunny,65,500.86
293,2025-01-09,Tomato,Clay,12378.26,48.16,20.02,85.11,0,4.84,8.12,0.5,0.98,41.99,18.41,0,medium,0.76,72,Partly Cloudy,65,24.63
294,2025-01-09,Corn,Clay Loam,7730.76,32.54,15.34,51.21,5.75,8.89,7.29,0.5,0.82,27.89,21.69,1,high,0.76,0,Light Rain,55,58.68
295,2025-01-09,Corn,Sandy,14263.04,31.7,11.55,49.21,0,11.91,6.17,0.5,0.93,26.5,22.8,1,high,0.85,0,Overcast,55,113.82
296,2025-01-09,Corn,Clay Loam,8300.31,64.46,12.06,68.71,0,20.12,6.88,0.5,0.98,59.19,0,0,low,0.78,72,Clear,55,189.08
297,2025-01-09,Corn,Clay Loam,16582.85,67.99,9.96,67.07,0,21.7,4.76,0.5,0.92,64.55,0,0,low,0.71,72,Clear,55,268.81
298,2025-01-09,Corn,Loamy,11020.68,61.15,13.35,49.7,0,17.03,2.52,0.5,0.83,58.92,0,0,low,0.72,72,Clear,55,312.44
299,2025-01-09,Potato,Sandy,4218.26,31.67,12.73,76.96,21.12,6.33,7.92,0.5,0.91,31.15,27.08,1,high,0.82,0,Heavy Rain,65,39.99
300,2025-01-09,Potato,Peat Mix,6845.2,28.33,18.15,40.78,0,13.49,4.35,0.5,0.83,24.13,32.7,1,critical,0.73,0,Clear,65,78.38
301,2025-01-09,Potato,Peat Mix,13962.72,38.55,9.11,44.16,0,17.81,9.18,0.5,0.87,30.99,27.21,1,high,0.78,0,Sunny,65,132.93
302,2025-01-09,Potato,Clay Loam,1370.98,26.81,17.68,78.13,24.88,14.95,8.94,0.5,0.91,26.2,31.04,1,critical,0.74,0,Heavy Rain,65,14.89
303,2025-01-09,Soybean,Clay,11090.48,34.41,17.72,56.98,0,4.75,0.46,0.5,0.86,33.79,16.97,0,medium,0.85,72,Partly Cloudy,55,113.12
304,2025-01-09,Soybean,Peat Mix,3291.64,33.9,8.88,77.62,0,11.56,4.45,0.5,0.83,31.19,19.05,0,medium,0.79,72,Partly Cloudy,55,28.7
305,2025-01-09,Soybean,Clay Loam,18714.77,65.97,19.91,80.92,0,24.87,2.26,0.5,0.86,64.52,0,0,low,0.79,72,Sunny,55,537.86
306,2025-01-09,Vegetables,Clay Loam,18444.68,73.02,15.78,75.65,0,14.45,2.16,0.5,1.09,71.41,0,0,low,0.75,72,Overcast,65,282.57
307,2025-01-09,Vegetables,Loamy,11960.73,26.84,13.97,35.41,0,7.64,0.11,0.5,1,25.87,31.3,1,high,0.82,0,Clear,65,131.09
308,2025-01-09,Vegetables,Loamy,18862.06,55.87,16.49,82.24,18.3,14.32,1.31,0.5,0.95,59.85,4.12,0,low,0.75,72,Heavy Rain,65,320.47
309,2025-01-09,Rice,Sandy,3192.39,68.42,10.13,84.69,0,6.64,5.59,0.5,1.14,64.56,8.35,0,medium,0.8,72,Clear,75,58.26
310,2025-01-09,Rice,Clay Loam,15748.5,71.52,17.58,64.05,1.59,24.49,4.83,0.5,1.15,67.66,5.87,0,medium,0.76,72,Light Rain,75,213.39
311,2025-01-09,Rice,Peat Mix,17098.07,35.38,15.26,84.13,13.28,17.14,7.81,0.5,1.03,32.93,33.66,1,critical,0.8,0,Heavy Rain,75,201.42
312,2025-01-09,Rice,Peat Mix,15310.44,69.76,10.5,71.73,0,14.45,7.88,0.5,1.19,63.6,9.12,0,medium,0.77,72,Clear,75,138.56
313,2025-01-09,Rice,Loamy,13634.36,77.89,18.17,63.37,22.15,2.39,1.83,0.5,1.07,81.62,0,0,low,0.7,72,Heavy Rain,75,287.41
314,2025-01-09,Rice,Peat Mix,11931.34,40.84,16.9,82.11,0,22.34,4.64,0.5,1.07,37.41,30.07,1,high,0.72,0,Overcast,75,125.52
315,2025-01-09,Cotton,Clay,19894.11,34.14,20.06,86.57,0,19.66,5.22,0.5,0.94,30.38,11.7,0,low,0.8,72,Sunny,45,71.02
316,2025-01-09,Cotton,Clay Loam,6509.12,47.03,20.13,62.17,6.97,9.01,0.82,0.5,0.86,47.9,0,0,low,0.74,72,Light Rain,45,184.21
317,2025-01-09,Cotton,Loamy,6130.98,49.7,12.52,83.97,0,20.8,2.72,0.5,0.83,48.38,0,0,low,0.84,72,Partly Cloudy,45,115.32
318,2025-01-09,Cotton,Sandy,13936.09,58.75,20.8,60.34,0,2.12,1.83,0.5,0.89,56.94,0,0,low,0.74,72,Overcast,45,331.4
319,2025-01-09,Cotton,Sandy,9200.45,60.6,14.98,52.51,1.76,21.76,1.7,0.5,0.88,59.41,0,0,low,0.75,72,Light Rain,45,207.47
320,2025-01-10,Wheat,Clay,6484.05,53.52,14.28,83.27,0,4.75,7.85,0.5,0.71,48.14,1.49,0,low,0.8,72,Overcast,50,93.05
321,2025-01-10,Wheat,Clay Loam,10645.72,32.94,15.2,37.94,0,18.08,6.79,0.5,0.89,26.77,18.58,1,high,0.8,72,Overcast,50,69.2
322,2025-01-10,Wheat,Sandy Loam,3168.13,44.79,15.43,63.5,0,19.65,1.94,0.5,1,43.12,5.5,0,low,0.75,72,Sunny,50,37.42
